Subject,Category,ID,Question,Option1,Option2,Option3,Option4,Answer,KnowledgeTag,Explanation,KeywordTag
[丙級學科題庫] 中式麵食加工,工作項目 06：成品品質鑑定,,夏天製麵條最理想用水為,冰水,溫水,地下水,井水,1,環境控制,夏天氣溫三十幾度，如果直接用常溫水打麵糰，機器摩擦生熱會讓麵糰溫度飆高、甚至開始發酸。所以夏天製麵必須加「冰水」來降溫。,冰水
[丙級學科題庫] 中式麵食加工,工作項目 06：成品品質鑑定,,下列何種麵食製品具有較強的韌性？,叉燒包,咖哩餃,刀削麵,餡餅,3,產品特性,刀削麵是典型的硬冷水麵，水分極少又充分揉壓出麵筋，削成厚厚的麵條煮熟後，具有非常強烈、有嚼勁的「韌性」。,刀削麵
[丙級學科題庫] 中式麵食加工,工作項目 06：成品品質鑑定,,下列何種麵食製品食用時較適合油炸之特性,水餃,豆沙包,春捲,荷葉餅,3,加工方式,水餃用煮的，豆沙包用蒸的，荷葉餅用烙的。只有包滿菜肉餡的「春捲（炸春捲）」，最適合丟進油鍋炸到金黃酥脆食用。,春捲
[丙級學科題庫] 中式麵食加工,工作項目 06：成品品質鑑定,,饅頭組織要細，製作時不必注意的是,發酵程度,壓麵技巧,水份,蒸爐(箱)大小,4,製作技巧,饅頭組織要細緻，關鍵是發酵剛好、水分對、壓麵把空氣全擠掉。至於你家的「蒸爐大小」只影響一次能蒸幾顆，跟內部細不細緻完全無關。,蒸爐大小
[丙級學科題庫] 中式麵食加工,工作項目 06：成品品質鑑定,,沙琪瑪成品鬆散是受何種因素的影響最大,糖漿,麵粉品質,麵糰製作技術,麵糰軟硬度,1,產品異常分析,沙琪瑪炸好的短麵條，全靠熬煮到 115℃ 的「糖漿」冷卻後來把大家黏在一起。如果糖漿熬得不夠黏或裹得太少，切塊時就會整個鬆散掉。,糖漿
[丙級學科題庫] 中式麵食加工,工作項目 06：成品品質鑑定,,調製老婆餅餡的軟硬度，下列何種原料的影響最小,麵粉,糕仔粉,生糯米粉,鹽,4,配方分析,老婆餅的糖餡軟硬度取決於糕仔粉吸水、糯米粉的Ｑ度、糖水的比例。加一小撮「鹽」只是為了提味不死甜，對軟硬度影響最小。,鹽
[丙級學科題庫] 中式麵食加工,工作項目 06：成品品質鑑定,,桃酥的鬆酥，受何種原料的影響最大,豬油,麵粉,奶粉,糖,1,原料特性,桃酥之所以能裂開漂亮的紋路，咬下去酥脆化口，最關鍵的靈魂原料就是使用了大量的傳統固態油脂——「豬油」。,豬油
[丙級學科題庫] 中式麵食加工,工作項目 06：成品品質鑑定,,叉燒包的膨脹與裂紋與下列何種原料無關,泡打粉,碳酸氫銨,鹽,酵母,3,配方分析,叉燒包會膨脹裂開，是因為麵糊裡加了「碳酸氫銨（臭粉）」和「泡打粉」，加上大火蒸。配方裡通常不加鹽，鹽也跟裂開無關。,鹽
[丙級學科題庫] 中式麵食加工,工作項目 06：成品品質鑑定,,龍鳳喜餅(和生餅)屬於糕(漿)皮類產品，故其外皮應具有何種特性,脆硬,柔軟,脆酥,鬆酥,2,品質鑑定,龍鳳喜餅（傳統中式大餅）屬於糕皮類，烤出來經過幾天的回油後，外皮吃起來應該是香甜「柔軟」的，不能硬邦邦。,柔軟
[丙級學科題庫] 中式麵食加工,工作項目 06：成品品質鑑定,,依油條品質的敘述，下列何者不正確？,不易回軟,兩條勻稱重疊,不滲油,組織緊實,4,品質鑑定,油條下鍋後會劇烈膨脹，裡面充滿大大小小的氣孔，吃起來酥脆。如果內部組織「緊實」沒有空洞，那就變成炸麵棍了，是失敗的。,緊實
[丙級學科題庫] 中式麵食加工,工作項目 06：成品品質鑑定,,下列何者非燙麵產品之特性？,柔軟,較濕潤,韌性強,可塑性好,3,麵糰特性,燙麵的麵筋被熱水燙死了，所以它的特性是柔軟、濕潤、好捏塑。吃起來Ｑ彈有咬勁的「韌性強」是冷水麵的專利，絕對不是燙麵的特性。,韌性強
[丙級學科題庫] 中式麵食加工,工作項目 06：成品品質鑑定,,糕漿皮類產品之外皮會有酥鬆感的主要原因為,油皮油酥的包捲層次,含化學膨大劑,水分含量高,高糖高油脂的配方,4,配方分析,糕漿皮類產品（如月餅、鳳梨酥）沒有酥油皮的層次，也沒有加發粉。它們之所以吃起來有酥鬆感，完全是因為配方中含有大量的「糖與油脂」，截斷了麵筋的連結。,高糖高油脂的配方
[丙級學科題庫] 中式麵食加工,工作項目 06：成品品質鑑定,,發糕成品外觀需有幾瓣以上的裂口？,2瓣,3瓣,4瓣,5瓣,2,品質鑑定,一顆標準的發糕，表面必須因為高溫猛烈蒸氣而膨脹爆開，裂口通常要求至少有「3 瓣」以上，才能象徵「發財、大發」的吉利寓意。,3瓣
[丙級學科題庫] 中式麵食加工,工作項目 06：成品品質鑑定,,下列何因素與酥油皮、糕漿皮類產品之烤焙顏色無關？,烤箱電壓,含糖量,烤焙溫度,烤焙時間,1,烤焙常識,糕點烤出來的顏色，取決於配方中的「含糖量（焦糖化反應）」以及「烤焙的溫度與時間」。至於烤箱插 110V 還是 220V（電壓），只影響加熱速度，與最終的顏色深淺無關。,烤箱電壓
[丙級學科題庫] 中式麵食加工,工作項目 06：成品品質鑑定,,使蔥油餅層次分明之要素，乃麵皮摺疊時，麵皮間應,撒粉,抹油,抹水,抹鹽,2,製作技巧,蔥油餅要能煎出層層分明、可以撕開的口感，關鍵在於麵皮在摺疊捲起之前，必須先均勻「抹油」，利用油脂隔絕麵皮，不讓它們黏死在一起。,抹油
[丙級學科題庫] 中式麵食加工,工作項目 06：成品品質鑑定,,巧果品質應具有何特性,柔軟,層次,鬆酥,酥脆,4,品質鑑定,巧果麵片擀得非常薄，經過高溫油炸脫水後，吃起來的口感必須是非常硬脆、咬下去會發出喀喀聲的「酥脆」特性。,酥脆
[丙級學科題庫] 中式麵食加工,工作項目 06：成品品質鑑定,,馬拉糕表面產生褐色斑點的原因是,蒸的時間不足,火力太強,糖量過多,小蘇打未充分拌勻,4,異常分析,馬拉糕表面如果出現一點一點的褐色斑點，代表配方中負責幫助膨脹或中和酸味的鹼性粉末「小蘇打（碳酸氫鈉）沒有充分拌勻」，集中在局部產生了化學反應變色。,小蘇打未充分拌勻
[丙級學科題庫] 中式麵食加工,工作項目 06：成品品質鑑定,,饅頭放置一段時間後會變硬是因為,蛋白質老化,澱粉老化,油脂老化,酵母老化之因素,2,老化機制,饅頭蒸熟時澱粉會糊化變軟（α化），但放置一段時間冷卻後，澱粉分子會重新排列、排出水分變回堅硬的狀態（β化），這在科學上稱為「澱粉老化」。,澱粉老化
[丙級學科題庫] 中式麵食加工,工作項目 06：成品品質鑑定,,傳統廣式月餅所使用豆沙餡具有的特性為,高糖少油,高糖高油,低糖低油,低糖高油,2,餡料特性,傳統廣式月餅（例如蓮蓉、豆沙）為了能長期室溫保存不壞，並讓餅皮回油變軟，其內餡必須熬煮得非常濃稠，是典型的「高糖高油」重口味配方。,高糖高油
[丙級學科題庫] 中式麵食加工,工作項目 06：成品品質鑑定,,下列何種原料不適合調節老麵的酸鹼度,小蘇打粉,鹼粉,黃豆粉,鹼水,3,酸鹼中和,老麵發酵過頭會產生酸味，必須加入鹼性物質來中和（如鹼水、小蘇打、鹼粉）。「黃豆粉」只是豆類磨成的粉，沒有鹼性，無法調節酸鹼度。,黃豆粉
[丙級學科題庫] 中式麵食加工,工作項目 06：成品品質鑑定,,下列何種原料容易使叉燒包的表面產生黃色斑點,鹼水,小蘇打粉,黃豆粉,砂糖,2,異常分析,叉燒包麵糊中通常會加一點鹼性粉末來幫助開花，如果「小蘇打粉」沒有完全過篩攪拌均勻，殘留在麵皮裡蒸熟後就會變成一粒一粒的黃色斑點。,小蘇打粉
[丙級學科題庫] 中式麵食加工,工作項目 06：成品品質鑑定,,銀絲捲內麵絲要能明顯分開，需,麵糰加入多量油脂攪拌,用摺疊方式裹入用油,麵絲撒澱粉,麵絲刷油,4,製作技巧,銀絲捲切開來裡面有一絲一絲的麵條結構，為了讓這些麵絲蒸熟後不會黏結成一團饅頭，在包捲之前必須在「麵絲刷油」，利用油的隔離特性保持條狀分明。,麵絲刷油
[丙級學科題庫] 中式麵食加工,工作項目 06：成品品質鑑定,,使蛋塔內餡凝固主要原料為,動物膠,洋菜,蛋,吉利T,3,原料特性,蛋塔內餡是液體的，能進烤箱烤熟後凝固成布丁狀，完全是依靠「蛋」裡面的蛋白質遇熱（約 65℃ 以上）產生熱凝固作用。,蛋
[丙級學科題庫] 中式麵食加工,工作項目 06：成品品質鑑定,,下列何種原料不會造成桃酥的裂紋與擴張性,化學膨大劑,油脂,粗砂糖,麵粉,4,原料影響,桃酥漂亮的裂紋來自於化學膨大劑產氣、油脂的阻斷以及粗砂糖融化的延展。而「麵粉」提供的是筋性結構，如果筋性太強反而會限制擴張，不會「造成」裂紋。,麵粉
[丙級學科題庫] 中式麵食加工,工作項目 06：成品品質鑑定,,蛋黃酥的層次與下列何者有關,摺疊次數,油脂種類,烤焙時間,油皮含油量,1,製作技術,蛋黃酥外皮的酥脆層次，取決於油皮和油酥層層疊疊的程度。也就是在桿捲過程中「摺疊的次數（通常是兩次桿捲）」決定了層次的數量。,摺疊次數
[丙級學科題庫] 中式麵食加工,工作項目 06：成品品質鑑定,,何種原料可使油麵的顏色變黃,糖,鹽,奶油,鹼,4,化學反應,油麵之所以呈現黃色並帶有一種特殊的風味，是因為在麵糰中添加了「鹼水（碳酸鈉）」。鹼會讓麵粉中的類黃酮素轉變為黃色。,鹼
[丙級學科題庫] 中式麵食加工,工作項目 06：成品品質鑑定,,下列何種原料不會增加麵條的韌性,鹽,鹼,油,澱粉,3,原料影響,在麵條配方中，鹽和鹼可以收斂麵筋、增加韌性（Ｑ度）；澱粉可以增加彈性。只有「油」會柔化麵筋，讓麵條變軟斷裂，絕對不會增加韌性。,油
[丙級學科題庫] 中式麵食加工,工作項目 06：成品品質鑑定,,下列何種製作方法可使蛋塔餡光滑細緻,蛋拌勻過濾,蛋打發,高溫烤焙,提高蛋的含量,1,製作技巧,要讓蛋塔烤出來的內餡像鏡面一樣光滑、沒有泡泡和氣孔，最關鍵的步驟就是「蛋液拌勻後一定要過濾」，濾掉未打散的蛋白筋和雜質。,蛋拌勻過濾
[丙級學科題庫] 中式麵食加工,工作項目 06：成品品質鑑定,,下列何種澱粉增加麵條的韌性最強,小麥澱粉,玉米澱粉,綠豆澱粉,木薯澱粉,3,原料特性,「綠豆澱粉」的直鏈澱粉含量極高，做出來的粉皮或冬粉具有極強的韌性和Ｑ彈度，是所有澱粉中增加韌性效果最強的。,綠豆澱粉
[丙級學科題庫] 中式麵食加工,工作項目 06：成品品質鑑定,,下列何者不是造成饅頭黏牙的原因,發酵時間不足,麵粉筋性偏低,未蒸熟,糖量太高,1,品質鑑定,饅頭吃起來會黏牙，通常是因為麵粉筋性太低（沒咬勁）、沒蒸熟（麵糊糊的），或是糖加太多（糖會保水變黏）。「發酵時間不足」只會讓饅頭變硬變小，不會黏牙。,發酵時間不足
[丙級學科題庫] 中式麵食加工,工作項目 06：成品品質鑑定,,下列何種原料與饅頭顏色無關,鹼,黃豆粉,水,細砂糖,4,外觀影響,饅頭的顏色取決於麵粉本身、加入的水量（影響透光），以及是否加鹼或黃豆粉（天然漂白）。「細砂糖」雖然會影響風味和發酵，但適量添加對饅頭「白色」的外觀影響極小（除非高溫烤焙焦糖化）。,細砂糖
[丙級學科題庫] 中式麵食加工,工作項目 06：成品品質鑑定,,酥(油)皮類產品之烤焙顏色與下列何者較無關,糖量,烤焙溫度,烤焙時間,油皮含水量,4,烤焙常識,酥油皮產品（如蛋黃酥）烤出來的顏色，與配方的糖量（焦糖化）、烤箱溫度和時間直接相關。至於「油皮當初揉的時候加了多少水」，在烘烤過程中都會蒸發，與最終著色無關。,油皮含水量
[丙級學科題庫] 中式麵食加工,工作項目 06：成品品質鑑定,,用手工整型之山東饅頭比一般甜饅頭紮實，主要原因是,饅頭的大小不同,配方水量不同,蒸的火力小火不同,配方鹽量不同,2,麵糰特性,山東饅頭（也叫老麵饅頭或嗆麵饅頭）吃起來非常紮實有嚼勁，主要是因為它的「配方水量比一般甜饅頭少很多」，麵糰很硬，筋性極強。,配方水量不同
[丙級學科題庫] 中式麵食加工,工作項目 06：成品品質鑑定,,咖哩餃餃皮顏色之深淺與下列何者無關,餃皮含糖量,刷蛋水之濃度,油酥含油量,烤焙溫度高低,3,品質鑑定,咖哩餃表面金黃色的深淺，取決於表皮的含糖量、進爐前刷蛋水的濃度，以及烤箱溫度。至於包在裡面的「油酥含了多少油」，完全不會影響表面的顏色。,油酥含油量
[丙級學科題庫] 中式麵食加工,工作項目 06：成品品質鑑定,,何種原料可使開口笑油炸時麵球容易裂開又不影響其口味,碳酸氫銨,速溶酵母,泡打粉,小蘇打粉,3,製作技巧,開口笑要能在油鍋裡漂亮炸裂開來，必須依賴「泡打粉」在遇熱時瞬間產生大量二氧化碳，將麵糰撐破，而且不會像臭粉（碳酸氫銨）留下刺鼻阿摩尼亞味。,泡打粉
[丙級學科題庫] 中式麵食加工,工作項目 06：成品品質鑑定,,何種操作方式可使水餃於水煮時降低破損率,大火短時間,小火長時間,煮的時候要點油,煮的時候要點水,4,烹飪技巧,煮水餃時，因為水滾翻騰容易把餃皮煮破，所以在水滾時「點水（加入冷水降溫）」，可以讓餃皮冷卻收縮，反覆幾次能讓內餡熟透又保持餃皮Ｑ彈不破。,煮的時候要點水
[丙級學科題庫] 中式麵食加工,工作項目 06：成品品質鑑定,,品質良好的生鮮麵條(如陽春麵)其成品的水分含量約,10-15%,20-25%,30-35%,40-45%,3,含水量,生鮮麵條（如市場賣的陽春麵）沒有經過乾燥處理，裡面保留了大量的麵糰水分，法規與實務上其水分含量大約在「30-35%」左右。,30-35%
[丙級學科題庫] 中式麵食加工,工作項目 06：成品品質鑑定,,何種操作方式不會使煎烙類麵食的質地較柔軟,增加麵糰含水量,高溫短時間煎烙,使用燙麵麵糰,降低煎盤的溫度,4,烹飪技巧,煎烙麵食（如蔥油餅）要柔軟，可以增加水量、用燙麵或高溫短時間快煎鎖住水分。如果「降低煎盤溫度」用小火慢煎，水分會被慢慢烤乾，成品反而會變得乾硬。,降低煎盤的溫度
[丙級學科題庫] 中式麵食加工,工作項目 06：成品品質鑑定,,增加何種原料可使糕(漿)皮類的餅皮更酥鬆,糖粉,細砂糖,蛋,油脂,4,配方分析,糕漿皮（如月餅皮）要吃起來酥鬆不硬，最直接有效的方法就是增加配方中的「油脂」。油脂可以包覆麵粉顆粒，阻止麵筋形成，達到酥鬆化口的效果。,油脂
[丙級學科題庫] 中式麵食加工,工作項目 06：成品品質鑑定,,水晶餃能有透明的品質主要是,使用低筋麵粉,使用玉米澱粉,使用小麥澱粉,使用在來米粉,3,原料特性,水晶餃的外皮之所以能像水晶一樣晶瑩剔透，是因為它使用了洗去麵筋蛋白質的純澱粉——「小麥澱粉（澄粉）」，燙熟後就會呈現透明狀。,使用小麥澱粉
[丙級學科題庫] 中式麵食加工,工作項目 06：成品品質鑑定,,叉燒包表皮有黃色斑點是何種原因造成的,砂糖未溶解,酵母未溶解,泡打粉未溶解,食鹽未溶解,3,異常分析,叉燒包麵糊中如果「泡打粉」沒有事先過篩拌勻，結塊的泡打粉遇熱發生局部劇烈反應，就會在白色的包子皮上留下明顯的黃色化學斑點。,泡打粉未溶解
[丙級學科題庫] 中式麵食加工,工作項目 06：成品品質鑑定,,與廣式月餅相較，下列何者非台式月餅的品質特性,皮厚,皮薄,比較不會透油,花紋比較不明顯,2,產品比較,廣式月餅的特色是「皮薄餡多」，皮餡比甚至可以達到 2:8。而台式月餅（如綠豆椪）是用油皮包油酥，為了吃出層次感，皮通常比較「厚」。,皮薄
[丙級學科題庫] 中式麵食加工,工作項目 07：中式麵食加工貯存,,為了增加油脂的貯存性及使用壽命，我們應該,通氣使有害物質氣化,經日光適當照射,使用高溫油炸,密封保存,4,貯存常識,油脂最怕遇到空氣中的氧氣、水分和光線，這會加速油脂氧化酸敗（產生油耗味）。所以保存油脂或油炸食品最好的方法就是「密封保存」隔絕空氣。,密封保存
[丙級學科題庫] 中式麵食加工,工作項目 07：中式麵食加工貯存,,液體香料最好盛裝於何種顏色的玻璃瓶貯存,無色透明,淡紅色,褐色,淡綠色,3,貯存常識,香料（如香草精）裡的香氣成分很容易因為光線照射而揮發或變質。所以最專業的保存容器是能夠有效阻擋紫外線的「褐色玻璃瓶」。,褐色
[丙級學科題庫] 中式麵食加工,工作項目 07：中式麵食加工貯存,,油條之品質劣變，主要原因是,細菌生長,油脂氧化,顏色變暗,使用特高筋麵粉,2,保存技術,為了讓生鮮麵條可以放在冷藏櫃保存好幾天不發霉，最合法且有效的方法是對「麵條適當殺菌」並低溫保存，絕不可隨便違法添加防腐劑。,麵條適當殺菌
[丙級學科題庫] 中式麵食加工,工作項目 07：中式麵食加工貯存,,月餅長霉之原因不包括,環境污染,放置時間過長,月餅體積大小,操作污染,3,保存期限,微生物生長需要水分。「乾麵條」經過長時間乾燥，水分含量降到 14% 以下，細菌和黴菌無法繁殖，所以是所有麵條中保存期限最長的。,乾麵條
[丙級學科題庫] 中式麵食加工,工作項目 07：中式麵食加工貯存,,發酵麵食若要做長期保存宜使用,防腐劑,乾燥劑,低溫貯存,抗氧化劑,3,溫度控制,生鮮肉餡的水餃如果放在冷藏會很快腐敗或發酸。要維持一個月以上的好品質，必須放入「-18℃冷凍」庫，讓水分結冰停止細菌活動。,-18℃冷凍
[丙級學科題庫] 中式麵食加工,工作項目 07：中式麵食加工貯存,,新鮮肉包放在冷藏狀態時，大約可保存,數天,數週,數月,至少一年,1,食品法規,沙琪瑪屬於烘焙食品，水分極低。為了保存，可以使用脫氧劑、抗氧化劑或充氮包裝來防油耗味。但法規嚴格規定，這類食品「絕對不宜（禁止）使用防腐劑」。,防腐劑
[丙級學科題庫] 中式麵食加工,工作項目 07：中式麵食加工貯存,,水餃在冷凍狀態時，大約可保存,數天,數週,數月,數年,3,食品安全,雙氧水（過氧化氫）雖然有殺菌和漂白作用，但吃了會嚴重刺激腸胃並致癌。法規明令一般麵條（如油麵）「嚴禁添加過氧化氫」。,添加過氧化氫(雙氧水)
[丙級學科題庫] 中式麵食加工,工作項目 07：中式麵食加工貯存,,乾麵條較生鮮麵條可保存期限長是因為,水分含量不同,包裝材質不同,有添加防腐劑,使用麵粉種類不同,1,保存期限,在台灣高溫多濕的環境下，一般市售的包裝乾麵條（如關廟麵），在常溫陰涼處的合理最長保存期限通常標示為「六個月」。,六個月
[丙級學科題庫] 中式麵食加工,工作項目 07：中式麵食加工貯存,,中式麵食冷凍之貯存溫度應在,25℃,4℃,0℃,-18℃以下,4,貯存常識,蛋黃酥富含油脂和水分。如果放在高達「45℃（夏天車廂或陽光直射處）」的高溫下，油脂會迅速融化氧化，甚至裡面的蛋黃會快速酸敗長霉。,45℃
[丙級學科題庫] 中式麵食加工,工作項目 07：中式麵食加工貯存,,中式麵食貯存的環境應該,潮濕,乾燥,無所謂,高溫,2,原料特性,在製作生鮮麵條時，除了增加筋性，適量添加「鹽」還能利用滲透壓的原理，降低麵糰的水活性，進而達到抑制黴菌生長、延長保存的效果。,鹽
[丙級學科題庫] 中式麵食加工,工作項目 07：中式麵食加工貯存,,乾麵條含水量達15%以上，下列何種微生物較易生長,黴菌,酵母菌,金黃葡萄球菌,肉毒桿菌,1,溫度控制,細菌最喜歡繁殖的「危險溫度帶」是 7℃~60℃。所以如果熟食要用保溫箱熱存販售，溫度一定要維持在「60℃以上」才能確保食安。,60℃以上
[丙級學科題庫] 中式麵食加工,工作項目 07：中式麵食加工貯存,,生鮮麵條之水分較高，通常放在何種溫度，可保持約3~7天,室溫,4~7℃冷藏,10~15℃冷藏,-18℃冷凍,2,貯存常識,麵食保存期間，澱粉會老化變硬、油脂會氧化酸敗、微生物會繁殖發霉。唯獨「濕度增加」是環境變化，如果包裝良好，產品內部濕度並不會無故增加。,濕度增加
[丙級學科題庫] 中式麵食加工,工作項目 07：中式麵食加工貯存,,蒸餃若要維持品質，宜做包裝處理才可防止,外界污染,餃皮變黑,餃皮變硬,數量變化,1,老化機制,要減緩麵包或饅頭變硬（老化），可以加糖保水、加油脂潤滑、加乳化劑柔軟麵筋。至於「化學膨大劑」只負責發泡產氣，對延緩老化毫無幫助。,化學膨大劑
[丙級學科題庫] 中式麵食加工,工作項目 07：中式麵食加工貯存,,麻花放在室溫數天後，會產生不良風味，主要是因為,受潮,油脂氧化,蛋白質變化,澱粉分解,2,食材特性,新鮮雞蛋放久了，水分會從蛋殼蒸發（氣室變大），同時內部的濃厚蛋白會水解變稀薄，導致支撐力下降，所以打破時「蛋黃會變扁、變稀」。,蛋黃變稀
[丙級學科題庫] 中式麵食加工,工作項目 07：中式麵食加工貯存,,蒸蛋糕品質變劣，最大原因是,油脂氧化,產品吸水,產生黴菌,產生毒素,3,老化機制,銀絲捲是用麵粉蒸熟的，冷卻後澱粉分子會重新排列並排出水分，逐漸恢復成堅硬的生澱粉狀態，這就是典型的「澱粉老化」現象。,澱粉老化
[丙級學科題庫] 中式麵食加工,工作項目 07：中式麵食加工貯存,,麵食產品微生物污染以下列何者最為普遍,沙門氏菌,肉毒桿菌,鏈狀球菌,黴菌,4,產品特性,饅頭、蔥油餅水分高，放幾天就壞了。只有「蛋黃酥（烤焙糕點）」經過高溫烘烤，水分被烤乾且含有大量油脂與糖分，所以常溫保存期可以長達兩週以上。,蛋黃酥
[丙級學科題庫] 中式麵食加工,工作項目 07：中式麵食加工貯存,,燙麵食水分多，用下列何種方法貯存較理想,冷凍,冷藏,常溫,保溫,1,異常分析,巧果是薄片油炸食品，裡面吸滿了炸油。如果放久了產生刺鼻的「油耗味（氧化酸敗）」，罪魁禍首絕對是它吸附的「油炸油」接觸空氣變質了。,油炸油
[丙級學科題庫] 中式麵食加工,工作項目 07：中式麵食加工貯存,,冷凍水餃需微波加熱者，貯存時包裝材料應選用,耐凍性,耐熱性,耐凍又耐熱性,任何包裝材料皆可,3,溫度控制,溫度越高，細菌和黴菌的繁殖速度越快，油脂氧化的速度也會加劇。所以麵食產品放在室溫或高溫下，其保存期限一定比冷藏或冷凍「短」。,短
[丙級學科題庫] 中式麵食加工,工作項目 07：中式麵食加工貯存,,中式麵食在冷藏販賣的過程中，溫度最好控制在,4~7℃,10~15℃,15~18℃,18~20℃,1,老化機制,乳化劑、油脂和糖都能有效延緩澱粉老化（變硬）。「奶粉」主要成分是蛋白質和乳糖，雖然增加風味，但對減緩麵糰變硬（老化）的影響是最小的。,奶粉
[丙級學科題庫] 中式麵食加工,工作項目 07：中式麵食加工貯存,,冷藏櫃中的照明來源最好使用,白熱燈,日光燈,霓虹燈,鎢絲燈,2,化學特性,HLB（親水親油平衡值）是衡量乳化劑特性的指數。規則是：數值越「大」越親水（溶於水），數值越「小」越親油（溶於油）。,HLB值越小，親油性越強
[丙級學科題庫] 中式麵食加工,工作項目 07：中式麵食加工貯存,,水餃的貯存以何種方式最佳,脫水,冷藏,冷凍,常溫,3,食物保存,水餃冰在冷凍庫裡，可以冰很久很久，想吃的時候再拿出來煮。,水餃
[丙級學科題庫] 中式麵食加工,工作項目 07：中式麵食加工貯存,,貯存時較易氧化變質的產品為,饅頭,開口笑,乾麵條,水晶餃,2,食物變質,開口笑裡面有油，放久了會變味，要趕快吃掉喔！,開口笑
[丙級學科題庫] 中式麵食加工,工作項目 07：中式麵食加工貯存,,餛飩以下列何種方法貯存，既可保持品質，又可延長保存時間,室溫,冷藏,冷凍,任何方法均可達成,3,食物保存,餛飩跟水餃一樣，冰到冷凍庫可以放比較久，才不會壞掉。,餛飩
[丙級學科題庫] 中式麵食加工,工作項目 07：中式麵食加工貯存,,酥(油)皮類麵食油脂含量高，不宜在下列何種狀態貯存,弱光,低溫,常溫,高溫,4,儲存環境,像蛋黃酥這種酥皮點心，如果放太熱的地方，油會壞掉，吃起來就不香了。,酥皮麵食
[丙級學科題庫] 中式麵食加工,工作項目 07：中式麵食加工貯存,,冷凍冷藏貯存食品需控制,溫度,濕度,照明,溫度、濕度,4,環境控制,冰箱裡要保持對的溫度和濕度，食物才不會壞掉，也能保持新鮮。,冷凍冷藏
[丙級學科題庫] 中式麵食加工,工作項目 07：中式麵食加工貯存,,生的餡餅以何種貯存方式最理想,高溫,常溫,冷藏,冷凍,4,食物保存,沒煮過的餡餅，冰在冷凍庫裡最好了，可以放很久，要吃再拿出來煎。,生餡餅
[丙級學科題庫] 中式麵食加工,工作項目 07：中式麵食加工貯存,,下列何種產品在室溫的保存期最短？,太陽餅,蘿蔔絲酥餅,麻花,鳳梨酥,2,保存期限,蘿蔔絲酥餅裡面有蘿蔔和油，放在外面很快就會壞掉，要趕快吃完。,蘿蔔絲酥餅
[丙級學科題庫] 中式麵食加工,工作項目 07：中式麵食加工貯存,,下列何種產品貯存成本最高,乾麵,巧果,冷凍水餃,廣式月餅,3,貯存成本,冷凍水餃要一直用冰箱冰著，冰箱會用電，所以費用比較高。,冷凍水餃
[丙級學科題庫] 中式麵食加工,工作項目 07：中式麵食加工貯存,,發酵麵食最好的貯存方式為,冷凍,冷藏,常溫,保溫,1,食物保存,像饅頭、包子這種有發酵的麵食，冰在冷凍庫可以維持新鮮，想吃再蒸熱。,發酵麵食
[丙級學科題庫] 中式麵食加工,工作項目 07：中式麵食加工貯存,,生鮮麵條製作時，添加下列何種添加物，貯存時可抑制黴菌生長？,乳化劑,增黏劑,酒精,磷酸鹽,3,抑制黴菌,在麵條裡加一點點酒精，黴菌就比較不會長出來，麵條可以放久一點。,生鮮麵條
[丙級學科題庫] 中式麵食加工,工作項目 07：中式麵食加工貯存,,下列何種中式麵食原料不需用冷藏或冷凍貯存,肉類,乳類,蔬菜,鹽,4,食材特性,鹽巴不用冰在冰箱，放在乾燥的地方就不會壞掉，它自己就可以防腐了。,鹽
[丙級學科題庫] 中式麵食加工,工作項目 07：中式麵食加工貯存,,下列何種麵食最需用冷藏或冷凍貯存,沙琪瑪,蛋塔,水餃,乾麵條,3,食物保存,水餃裡面有肉和菜，不冰很容易壞掉，所以最需要冰在冰箱裡。,水餃
[丙級學科題庫] 中式麵食加工,工作項目 07：中式麵食加工貯存,,中式麵食用何種貯存方式成本最高,冷凍,冷藏,室溫,保溫,1,費用考量,冷凍要一直開著冰箱，會用很多電，所以花的錢會比較多。,貯存成本
[丙級學科題庫] 中式麵食加工,工作項目 07：中式麵食加工貯存,,豬油貯存時，下列何種因素對品質的影響最小,氧氣,日光,低溫,室溫,3,儲存影響,豬油放在涼涼的地方，比較不會變質，所以低溫對它來說是好的。,豬油
[丙級學科題庫] 中式麵食加工,工作項目 07：中式麵食加工貯存,,延長水調(和)麵類麵食保存時間，最常用的方法為,脫水,冷凍,添加防腐劑,包裝後殺菌貯存,2,延長保存,像麵條、水餃皮這種用水做的麵食，冰在冷凍庫最能讓它放久一點。,水調麵食
[丙級學科題庫] 中式麵食加工,工作項目 07：中式麵食加工貯存,,增加生鮮麵條之貯存性，下列何項不適合,水質經過處理,產品適當包裝,添加防腐劑,麵條適當殺菌,3,保存方法,為了讓麵條新鮮又健康，我們通常不建議加太多防腐劑喔。,生鮮麵條
[丙級學科題庫] 中式麵食加工,工作項目 07：中式麵食加工貯存,,下列何種麵條之貯存性最佳,生鮮麵條,油麵,烏龍麵,乾麵條,4,保存期限,乾麵條把水都拿掉了，所以可以放很久，比較不容易壞。,乾麵條
[丙級學科題庫] 中式麵食加工,工作項目 07：中式麵食加工貯存,,水餃類若要維持一個月之品質，應放在何種溫度,室溫,4~7℃冷藏,10~15℃冷藏,-18℃冷凍,4,冷凍溫度,水餃要冰在冰箱的最底層，溫度要很低很低（零下18度），才能放一個月不變壞。,水餃
